slug,player,agent,map,role,timestamp_s,distance_pct,confidence,smoke
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1532.3,2.16,0.481,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1575.93,6.71,0.557,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1578.4,0.46,0.464,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1581.83,1.13,0.447,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1607.87,2.33,0.43,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1704.33,3.03,0.499,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1717.43,1.03,0.418,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1720.43,0.79,0.44,False
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1782.07,0.43,0.458,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1793.63,0.42,0.489,False
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1799.9,2.9,0.454,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1886.03,0.62,0.536,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1895.7,0.38,0.528,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1898.7,4.0,0.603,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1901.4,9.5,0.566,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1970.6,11.25,0.691,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1985.27,10.08,0.494,False
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,1986.43,19.66,0.588,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,2043.23,2.43,0.67,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,2048.43,1.01,0.54,True
aspas-jett-summit-pro-radiant-valorant-gameplay-full-match-vod,aspas,jett,,duelist,2071.5,0.93,0.433,True
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,32.13,0.74,0.632,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,35.8,14.35,0.807,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,205.1,1.86,0.499,True
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,207.0,0.77,0.403,True
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,270.9,1.15,0.492,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,346.83,10.55,0.825,True
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,392.5,4.38,0.549,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,510.53,7.87,0.817,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,589.8,2.88,0.43,True
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,638.73,2.09,0.55,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,657.67,2.69,0.577,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,799.9,1.94,0.513,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,816.13,0.67,0.581,True
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,864.2,0.57,0.691,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,865.53,2.76,0.726,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,878.87,0.47,0.534,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1008.43,0.42,0.441,True
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1099.07,2.28,0.623,True
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1266.97,0.7,0.475,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1273.33,6.8,0.737,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1338.67,0.34,0.531,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1343.1,0.37,0.526,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1487.13,1.54,0.518,True
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1488.17,0.9,0.458,True
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1493.57,1.66,0.45,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1494.93,3.27,0.623,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1496.03,0.79,0.498,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1522.43,5.97,0.82,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1564.37,2.02,0.428,False
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1569.83,3.82,0.421,True
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1606.87,2.14,0.623,True
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1648.0,1.56,0.661,True
aspas-s-jett-is-aimbot-in-human-form-mibr-aspas-pro-jett-on-split-vod-ranked,aspas,jett,split,duelist,1733.2,2.71,0.463,True
best-aim-in-apac-fs-primmie-mvp-viper-valorant-gameplay,primmie,viper,,non-duelist,105.77,0.31,0.405,False
best-aim-in-apac-fs-primmie-mvp-viper-valorant-gameplay,primmie,viper,,non-duelist,429.7,0.57,0.458,False
best-aim-in-apac-fs-primmie-mvp-viper-valorant-gameplay,primmie,viper,,non-duelist,499.4,0.42,0.564,True
best-aim-in-apac-fs-primmie-mvp-viper-valorant-gameplay,primmie,viper,,non-duelist,511.33,1.39,0.621,False
best-aim-in-apac-fs-primmie-mvp-viper-valorant-gameplay,primmie,viper,,non-duelist,519.67,1.75,0.726,False
best-aim-in-apac-fs-primmie-mvp-viper-valorant-gameplay,primmie,viper,,non-duelist,680.87,5.71,0.699,False
best-aim-in-apac-fs-primmie-mvp-viper-valorant-gameplay,primmie,viper,,non-duelist,821.63,31.71,0.46,False
best-aim-in-apac-fs-primmie-mvp-viper-valorant-gameplay,primmie,viper,,non-duelist,1211.43,1.89,0.67,True
best-aim-in-apac-fs-primmie-mvp-viper-valorant-gameplay,primmie,viper,,non-duelist,1216.27,2.93,0.753,False
best-aim-in-apac-fs-primmie-mvp-viper-valorant-gameplay,primmie,viper,,non-duelist,1353.63,1.65,0.483,False
best-aim-in-apac-fs-primmie-mvp-viper-valorant-gameplay,primmie,viper,,non-duelist,1364.0,5.54,0.634,False
best-aim-in-apac-fs-primmie-mvp-viper-valorant-gameplay,primmie,viper,,non-duelist,1429.73,0.5,0.701,False
best-aim-in-apac-fs-primmie-mvp-viper-valorant-gameplay,primmie,viper,,non-duelist,1531.93,15.34,0.445,False
best-sova-arrow-spots-on-ascent-nrg-s0m-valorant-gameplay-full-match-vod,s0m,sova,ascent,non-duelist,31.23,0.77,0.482,False
best-sova-arrow-spots-on-ascent-nrg-s0m-valorant-gameplay-full-match-vod,s0m,sova,ascent,non-duelist,128.13,3.6,0.469,False
best-sova-arrow-spots-on-ascent-nrg-s0m-valorant-gameplay-full-match-vod,s0m,sova,ascent,non-duelist,150.27,18.93,0.469,False
best-sova-arrow-spots-on-ascent-nrg-s0m-valorant-gameplay-full-match-vod,s0m,sova,ascent,non-duelist,184.87,23.83,0.598,False
best-sova-arrow-spots-on-ascent-nrg-s0m-valorant-gameplay-full-match-vod,s0m,sova,ascent,non-duelist,193.87,8.82,0.678,True
best-sova-arrow-spots-on-ascent-nrg-s0m-valorant-gameplay-full-match-vod,s0m,sova,ascent,non-duelist,287.2,6.56,0.748,True
best-sova-arrow-spots-on-ascent-nrg-s0m-valorant-gameplay-full-match-vod,s0m,sova,ascent,non-duelist,410.23,1.06,0.419,False
best-sova-arrow-spots-on-ascent-nrg-s0m-valorant-gameplay-full-match-vod,s0m,sova,ascent,non-duelist,410.93,0.45,0.471,False
best-sova-arrow-spots-on-ascent-nrg-s0m-valorant-gameplay-full-match-vod,s0m,sova,ascent,non-duelist,502.23,6.64,0.641,False
best-sova-arrow-spots-on-ascent-nrg-s0m-valorant-gameplay-full-match-vod,s0m,sova,ascent,non-duelist,503.03,0.48,0.535,False
best-sova-arrow-spots-on-ascent-nrg-s0m-valorant-gameplay-full-match-vod,s0m,sova,ascent,non-duelist,582.27,6.56,0.53,True
best-sova-arrow-spots-on-ascent-nrg-s0m-valorant-gameplay-full-match-vod,s0m,sova,ascent,non-duelist,657.0,4.84,0.782,True
best-sova-arrow-spots-on-ascent-nrg-s0m-valorant-gameplay-full-match-vod,s0m,sova,ascent,non-duelist,877.67,2.47,0.658,False
best-sova-arrow-spots-on-ascent-nrg-s0m-valorant-gameplay-full-match-vod,s0m,sova,ascent,non-duelist,903.93,1.14,0.626,False
best-sova-arrow-spots-on-ascent-nrg-s0m-valorant-gameplay-full-match-vod,s0m,sova,ascent,non-duelist,1411.97,2.34,0.468,False
best-sova-arrow-spots-on-ascent-nrg-s0m-valorant-gameplay-full-match-vod,s0m,sova,ascent,non-duelist,1754.03,17.3,0.765,False
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,11.17,1.17,0.611,True
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,28.77,7.16,0.649,False
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,33.57,1.55,0.422,True
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,79.17,3.62,0.466,True
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,89.3,4.7,0.683,False
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,151.5,6.65,0.643,True
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,237.0,2.26,0.616,False
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,243.63,7.19,0.496,True
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,307.83,19.35,0.427,True
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,387.97,2.3,0.462,True
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,398.87,0.52,0.486,False
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,458.7,2.65,0.463,True
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,459.57,29.64,0.411,False
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,578.27,11.99,0.58,True
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,588.17,25.01,0.535,True
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,741.7,3.73,0.579,False
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,751.87,2.75,0.447,False
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,828.57,3.28,0.453,True
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,1002.77,0.77,0.628,True
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,1024.03,41.63,0.626,True
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,1025.5,39.58,0.675,False
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,1075.4,40.56,0.452,False
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,1076.87,3.58,0.449,True
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,1165.9,13.01,0.472,False
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,1167.53,3.55,0.63,False
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,1254.97,1.7,0.607,True
breeze-c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,breeze,duelist,1256.93,10.9,0.512,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,32.7,0.44,0.559,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,140.37,7.24,0.619,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,221.93,9.71,0.416,True
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,223.53,0.69,0.556,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,333.13,0.29,0.56,True
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,336.57,5.22,0.567,True
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,458.33,0.48,0.476,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,599.8,0.31,0.576,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,708.2,8.95,0.693,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,889.5,38.58,0.424,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,895.77,8.22,0.554,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,955.6,0.33,0.441,True
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,962.2,1.65,0.539,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,965.33,0.39,0.657,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1031.93,12.41,0.41,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1043.47,0.92,0.603,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1047.47,23.09,0.587,True
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1048.8,2.03,0.523,True
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1050.37,0.4,0.551,True
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1092.47,1.51,0.513,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1093.43,1.47,0.505,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1097.03,19.07,0.449,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1099.73,16.95,0.443,True
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1101.17,0.97,0.524,True
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1102.33,10.78,0.405,True
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1108.93,22.95,0.409,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1110.2,34.41,0.566,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1111.37,5.01,0.654,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1116.1,2.77,0.505,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1186.3,9.8,0.532,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1210.7,3.31,0.71,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1260.53,5.02,0.742,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1290.73,3.62,0.575,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1333.13,6.93,0.544,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1336.73,1.46,0.567,False
c9-oxy-valorant-neon-radiant-ranked-gameplay-full-match-vod,oxy,neon,,duelist,1417.8,21.6,0.677,True
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,6.7,7.89,0.442,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,145.9,0.74,0.432,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,209.53,2.97,0.551,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,319.93,2.34,0.586,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,418.37,22.96,0.563,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,419.2,6.81,0.495,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,530.3,13.06,0.545,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,535.5,0.37,0.449,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,601.3,4.35,0.499,True
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,608.0,0.39,0.486,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,675.87,1.63,0.492,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,685.9,3.03,0.531,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,748.8,4.65,0.454,True
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,818.67,0.34,0.435,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,897.8,6.9,0.762,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,910.23,3.39,0.51,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,916.27,8.54,0.408,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,917.77,7.5,0.593,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,927.57,4.81,0.517,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,1007.0,1.69,0.542,True
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,1008.5,1.56,0.482,True
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,1014.27,3.2,0.65,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,1092.83,2.38,0.633,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,1094.5,4.17,0.494,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,1115.33,4.21,0.718,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,1117.03,7.43,0.463,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,1131.43,11.0,0.462,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,1550.1,0.3,0.417,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,1553.7,1.48,0.436,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,1559.77,8.99,0.571,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,1601.87,7.95,0.668,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,1604.17,16.72,0.601,True
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,1617.77,1.74,0.421,False
c9-oxy-went-200-iq-mode-on-yoru-mvp-gameplay,oxy,yoru,,duelist,1663.4,7.8,0.483,False
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,37.5,0.35,0.441,False
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,125.37,2.72,0.612,False
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,129.03,5.68,0.765,False
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,272.23,24.39,0.723,False
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,412.77,12.94,0.745,False
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,414.5,6.28,0.836,False
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,465.27,2.87,0.454,False
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,655.57,6.5,0.748,True
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,682.97,1.69,0.506,True
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,983.63,10.76,0.526,False
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,1006.6,1.95,0.594,False
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,1008.47,1.93,0.407,False
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,1105.27,1.21,0.462,False
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,1107.03,4.36,0.696,False
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,1218.93,0.72,0.48,True
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,1242.6,3.11,0.666,False
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,1322.2,1.76,0.516,False
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,1441.9,0.43,0.537,True
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,1524.43,2.08,0.624,False
champion-aim-lev-sato-30-kills-valorant-radiant-gameplay,sato,,,,1784.93,0.68,0.461,True
cryo-drops-mvp-on-clove-100t-win-ewc-2026,cryo,clove,,non-duelist,242.53,1.63,0.44,False
cryo-drops-mvp-on-clove-100t-win-ewc-2026,cryo,clove,,non-duelist,243.1,3.46,0.455,False
cryo-drops-mvp-on-clove-100t-win-ewc-2026,cryo,clove,,non-duelist,248.57,0.3,0.435,False
cryo-drops-mvp-on-clove-100t-win-ewc-2026,cryo,clove,,non-duelist,519.83,2.92,0.405,False
cryo-drops-mvp-on-clove-100t-win-ewc-2026,cryo,clove,,non-duelist,734.8,38.39,0.754,False
cryo-drops-mvp-on-clove-100t-win-ewc-2026,cryo,clove,,non-duelist,798.27,2.11,0.448,False
cryo-drops-mvp-on-clove-100t-win-ewc-2026,cryo,clove,,non-duelist,1111.03,13.86,0.67,False
cryo-drops-mvp-on-clove-100t-win-ewc-2026,cryo,clove,,non-duelist,1112.0,2.66,0.642,False
cryo-drops-mvp-on-clove-100t-win-ewc-2026,cryo,clove,,non-duelist,1162.47,0.42,0.464,False
cryo-drops-mvp-on-clove-100t-win-ewc-2026,cryo,clove,,non-duelist,1189.2,2.7,0.416,True
cryo-drops-mvp-on-clove-100t-win-ewc-2026,cryo,clove,,non-duelist,1344.03,37.45,0.755,True
cryo-drops-mvp-on-clove-100t-win-ewc-2026,cryo,clove,,non-duelist,1470.27,0.34,0.401,True
cryo-drops-mvp-on-clove-100t-win-ewc-2026,cryo,clove,,non-duelist,1490.77,3.33,0.776,False
cryo-drops-mvp-on-clove-100t-win-ewc-2026,cryo,clove,,non-duelist,1553.23,1.49,0.444,False
cryo-drops-mvp-on-clove-100t-win-ewc-2026,cryo,clove,,non-duelist,1557.67,0.29,0.468,False
cryo-drops-mvp-on-clove-100t-win-ewc-2026,cryo,clove,,non-duelist,1608.5,0.81,0.566,False
demon1-s-chamber-compilation-pure-skill-pure-aggression,demon1,chamber,,non-duelist,5.2,0.4,0.541,False
demon1-s-chamber-compilation-pure-skill-pure-aggression,demon1,chamber,,non-duelist,6.77,2.09,0.58,False
demon1-s-chamber-compilation-pure-skill-pure-aggression,demon1,chamber,,non-duelist,18.1,1.64,0.405,True
demon1-s-chamber-compilation-pure-skill-pure-aggression,demon1,chamber,,non-duelist,57.17,0.33,0.523,False
demon1-s-chamber-compilation-pure-skill-pure-aggression,demon1,chamber,,non-duelist,113.23,1.41,0.515,False
demon1-s-chamber-compilation-pure-skill-pure-aggression,demon1,chamber,,non-duelist,176.2,8.2,0.748,False
