slug,player,agent,map,role,timestamp_s,distance_pct,confidence,smoke
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,570.03,21.44,0.752,False
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,571.9,10.61,0.735,False
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,578.5,2.55,0.462,False
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,713.53,4.7,0.465,True
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,717.7,2.25,0.493,True
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,827.33,7.13,0.636,True
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,832.73,5.68,0.705,True
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,1135.6,4.46,0.683,False
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,1286.8,6.87,0.554,True
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,1294.13,1.27,0.592,True
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,1352.9,3.88,0.488,True
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,1616.53,2.61,0.614,True
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,1710.9,4.74,0.712,False
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,1731.57,0.56,0.435,True
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,1780.2,3.2,0.458,False
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,1820.73,2.03,0.424,True
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,1880.03,1.66,0.59,True
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,1980.7,3.36,0.476,True
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,1987.5,7.06,0.64,False
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,2127.57,22.11,0.721,True
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,2290.1,1.82,0.519,True
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,2423.3,0.88,0.41,True
is-yoru-back-in-2026-eggsterr-yoru-is-pure-deception-valorant-gameplay,eggsterr,yoru,,duelist,2461.87,7.44,0.598,False
lotus-nrg-s0m-s-vyse-is-op-valorant-ranked-gameplay,s0m,vyse,lotus,non-duelist,60.3,1.64,0.558,False
lotus-nrg-s0m-s-vyse-is-op-valorant-ranked-gameplay,s0m,vyse,lotus,non-duelist,147.6,2.1,0.426,False
lotus-nrg-s0m-s-vyse-is-op-valorant-ranked-gameplay,s0m,vyse,lotus,non-duelist,317.3,7.81,0.456,False
lotus-nrg-s0m-s-vyse-is-op-valorant-ranked-gameplay,s0m,vyse,lotus,non-duelist,385.17,4.48,0.682,False
lotus-nrg-s0m-s-vyse-is-op-valorant-ranked-gameplay,s0m,vyse,lotus,non-duelist,385.77,1.52,0.622,False
lotus-nrg-s0m-s-vyse-is-op-valorant-ranked-gameplay,s0m,vyse,lotus,non-duelist,904.33,2.02,0.464,False
lotus-nrg-s0m-s-vyse-is-op-valorant-ranked-gameplay,s0m,vyse,lotus,non-duelist,1003.13,4.62,0.567,False
lotus-nrg-s0m-s-vyse-is-op-valorant-ranked-gameplay,s0m,vyse,lotus,non-duelist,1025.5,1.8,0.531,False
lotus-nrg-s0m-s-vyse-is-op-valorant-ranked-gameplay,s0m,vyse,lotus,non-duelist,1184.63,5.88,0.605,False
lotus-nrg-s0m-s-vyse-is-op-valorant-ranked-gameplay,s0m,vyse,lotus,non-duelist,1325.2,3.91,0.615,True
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,46.4,0.55,0.421,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,47.63,0.55,0.65,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,51.37,2.14,0.594,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,59.73,9.74,0.787,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,61.8,11.45,0.758,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,173.33,3.33,0.753,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,183.83,14.17,0.692,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,417.13,26.39,0.46,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,421.53,7.27,0.449,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,437.57,1.61,0.62,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,492.3,4.46,0.741,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,500.77,4.28,0.768,True
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,568.17,10.8,0.6,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,576.83,1.14,0.402,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,582.93,14.63,0.441,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,649.0,0.33,0.401,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,658.8,0.31,0.413,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,714.7,0.91,0.686,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,798.6,2.86,0.703,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,962.03,17.23,0.621,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,965.2,13.74,0.597,True
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1054.87,1.7,0.491,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1127.57,1.07,0.773,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1133.07,1.73,0.698,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1137.43,2.09,0.489,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1216.93,0.87,0.534,True
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1281.4,1.91,0.509,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1321.0,18.52,0.553,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1341.7,0.94,0.595,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1354.93,0.38,0.507,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1462.87,3.8,0.5,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1466.53,16.48,0.516,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1537.37,1.69,0.612,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1614.17,3.69,0.448,True
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1624.2,7.09,0.558,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1631.17,2.3,0.658,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1799.47,16.17,0.453,False
mibr-aspas-pro-waylay-on-lotus-vod-ranked,aspas,waylay,lotus,non-duelist,1809.17,0.93,0.424,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,47.97,17.85,0.753,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,158.6,10.65,0.753,True
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,191.7,6.38,0.734,True
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,193.37,5.71,0.819,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,356.53,1.76,0.56,True
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,499.1,4.45,0.763,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,500.5,8.17,0.758,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,578.4,3.74,0.761,True
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,826.53,46.05,0.466,True
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,1192.63,0.19,0.473,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,1338.7,9.33,0.737,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,1603.1,2.75,0.813,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,1670.1,1.48,0.806,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,1680.87,1.96,0.571,True
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,1759.17,3.66,0.593,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,1766.37,1.41,0.468,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,1770.13,0.68,0.515,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,1882.8,1.04,0.431,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,1979.47,3.12,0.685,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,1982.8,0.3,0.436,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,1987.57,4.81,0.763,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,1989.73,1.32,0.448,False
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,2007.47,1.11,0.403,True
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,2322.43,1.92,0.482,True
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,2409.13,1.14,0.597,True
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,2416.97,14.65,0.544,True
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,2555.0,13.96,0.786,True
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,2816.17,1.17,0.459,True
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,2970.6,1.82,0.53,True
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,3039.63,0.62,0.771,True
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,3140.07,0.89,0.573,True
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,3546.73,6.28,0.464,True
mvp-25-kills-envy-ion-insane-jett-valorant-ranked-gameplay,ion,jett,,duelist,3676.87,1.23,0.572,False
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,107.8,2.14,0.403,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,116.17,34.38,0.656,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,199.87,1.07,0.484,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,201.03,2.34,0.487,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,239.17,8.83,0.561,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,242.1,15.79,0.608,False
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,243.63,49.22,0.586,False
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,245.6,8.83,0.739,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,306.63,29.94,0.643,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,365.1,3.04,0.712,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,380.9,0.71,0.481,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,386.7,0.36,0.47,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,390.8,18.66,0.541,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,439.17,3.49,0.408,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,675.23,0.7,0.467,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,686.93,0.2,0.646,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,773.03,1.79,0.709,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,813.97,2.73,0.677,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,902.4,2.02,0.59,False
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,964.53,0.91,0.578,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1003.7,12.24,0.438,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1005.2,2.88,0.433,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1056.37,3.3,0.451,False
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1070.07,3.3,0.417,False
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1107.7,5.93,0.825,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1166.63,13.72,0.419,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1169.47,3.1,0.458,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1170.53,0.87,0.541,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1287.43,1.91,0.539,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1289.4,13.07,0.671,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1348.07,0.37,0.431,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1475.27,0.23,0.555,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1511.5,0.55,0.697,False
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1513.5,1.98,0.654,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1547.5,0.38,0.711,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1604.2,1.99,0.785,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1692.43,2.78,0.701,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1702.3,3.09,0.541,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1758.53,3.31,0.509,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1771.4,2.19,0.755,False
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1775.13,4.45,0.702,False
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1777.5,5.5,0.715,False
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1875.33,7.24,0.74,False
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1881.97,9.59,0.536,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1890.07,23.27,0.556,True
mvp-28-rank-neon-is-still-broken-oxy-s-neon-gameplay-2026,oxy,neon,,duelist,1898.27,7.79,0.614,False
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,18.53,0.46,0.409,True
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,36.0,3.91,0.441,True
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,254.5,8.19,0.436,True
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,256.2,15.04,0.53,True
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,260.93,1.13,0.473,True
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,689.63,0.67,0.575,False
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,762.27,7.72,0.586,False
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,1126.57,1.69,0.497,False
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,1314.63,9.64,0.673,False
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,1390.17,0.61,0.487,False
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,1474.83,0.48,0.507,True
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,1537.07,0.39,0.419,True
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,1548.03,1.02,0.412,True
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,1632.1,0.8,0.488,True
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,1702.0,3.5,0.741,False
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,1727.0,5.65,0.549,False
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,1785.47,3.66,0.487,False
mvp-cheatcode-pro-reyna-valorant-ranked-gameplay-full-match-vod,,reyna,,duelist,1851.33,16.09,0.59,True
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,29.6,3.23,0.796,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,184.97,2.42,0.537,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,311.73,20.91,0.699,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,312.67,0.9,0.674,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,319.07,1.65,0.547,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,321.87,0.24,0.504,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,417.73,0.59,0.409,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,421.47,1.93,0.598,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,430.13,38.89,0.75,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,435.83,6.3,0.631,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,502.6,4.59,0.403,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,503.77,1.5,0.556,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,591.23,1.88,0.473,True
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,608.43,4.78,0.596,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,641.37,4.96,0.728,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,693.73,0.29,0.586,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,711.93,6.5,0.503,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,796.4,2.34,0.546,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,1130.53,1.13,0.434,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,1222.33,1.34,0.578,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,1261.9,22.22,0.749,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,1290.57,5.92,0.549,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,1407.83,3.14,0.756,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,1420.83,2.19,0.702,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,1576.37,5.8,0.43,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,1579.37,2.52,0.449,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,1656.57,2.86,0.406,True
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,1659.97,1.97,0.454,True
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,1720.0,10.48,0.556,False
mvp-eggsterr-s-yoru-is-absolute-cinema-valorant-gameplay,eggsterr,yoru,,duelist,1899.6,1.8,0.487,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,105.93,2.11,0.676,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,183.77,1.0,0.57,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,249.3,1.06,0.721,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,258.43,4.57,0.732,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,378.47,2.12,0.481,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,387.53,5.35,0.58,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,391.43,0.94,0.576,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,411.9,1.87,0.45,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,414.73,9.33,0.709,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,464.8,0.93,0.475,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,465.6,5.33,0.471,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,630.67,0.33,0.505,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,685.57,9.69,0.448,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,812.73,1.47,0.583,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,1012.7,11.71,0.457,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,1079.6,17.27,0.576,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,1229.83,17.79,0.663,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,1381.4,4.43,0.445,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,1448.63,28.46,0.431,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,1495.73,2.18,0.6,False
mvp-envy-demon1-insane-jett-on-sunset-valorant-gameplay-full-match-vod,demon1,jett,sunset,duelist,1496.87,5.06,0.475,False
mvp-envy-demon1-pro-yoru-valorant-gameplay-full-match-vod,demon1,yoru,,duelist,119.73,25.0,0.606,False
